title,url,datePosted,hood,description,address,compensation
Vehicle Operations Specialist at Toyota,https://sfbay.craigslist.org/sby/sof/d/los-altos-vehicle-operations-specialist/6930084359.html,2019-07-09 10:37,,"
        

If you're interested in applying for the role or finding out more, you can check it out
here.



Toyota Research Institute (TRI) is working on developing vehicles incapable of causing a crash and technology for vehicles and robots to help people enjoy new levels of independence, access, and mobility. 

We're seeking motivated individuals with a passion for technology and expeirence operating autonomous vehicles to join TRI's Driving Operations Team in Los Altos, CA. You'll be responsible for assisting with day-to-day operational functions for the Driving Operations Team as well as operating TRI's autonomous vehicle platforms on various public and private roads, obtaining data, and fixing technical issues. In this role, you'll provide necessary feedback to the engineering team aimed at improving groundbreaking automated driving technology.TRI's fun start up environment is fueled by a diverse and inclusive community of people who carry invaluable experience from industry-leading companies. If you're passionate about working with brilliant people to make cars safer, TRI is the place for you. 


If you're interested in applying for the role or finding out more, you can check it out
here.


Requirements

Bachelor's degree or equivalent experience
Valid US driver's license, a clean driving record, and 7+ years of driving experience
1+ years of Autonomous Driving experience
Ability to consistently demonstrate situational awareness and a willingness to constantly adjust to changes in the environment. 
Able to demonstrate safe driving in all weather conditions, including snow
Excellent verbal and written communication skills
Ability to learn quickly and implement new concepts
Proficient computer skills, including basic troubleshooting with the ability to utilize proprietary tools
Ability to perform physical work, including, but not limited to, bending, stooping, and lifting up to 50 lbs.


If you're interested in applying for the role or finding out more, you can check it out
here.


Commitment: This is a long-term, full-time (40 hours per week with possible overtime) contract position, staffed by HireArt, that requires spending four to six hours inside the vehicle on a daily basis. Compensation is hourly and paid training is provided. Occasional extended travel may be required. 

If you're interested in applying for the role or finding out more, you can check it out
here.
    ",,Competitive
Supply Chain Track Lead—Manufacturing,https://sfbay.craigslist.org/eby/sof/d/pleasanton-supply-chain-track/6930060883.html,2019-07-09 10:15,,"
        
10x Genomics, Inc. in Pleasanton, CA seeks Supply Chain Track Lead—Manufacturing

Responsibilities: Responsible for building and strengthening relationships between 10x Genomics’s IT and supply chain business teams and working on a portfolio of IT projects and services with a particular focus on 10x Genomics’s global Manufacturing, Planning, Customer Service and Logistics business processes. Specific responsibilities include troubleshooting and implementing practice recommendations relating to key PML and supply chain systems like Arena, NetSuite, Zen Desk and RF Scan; ensuring production support for Supply Chain track is meeting service-level agreement (SLA) expectations; maintaining the relationship between Manufacturing and IT to ensure projects are delivered on time and within budget while maintaining critical business systems that drive global manufacturing operations; functioning as a Product Manager and business partner to model, design, and build business solutions that improve 10x Genomics's Supply Chain processes; partnering with business leadership, internal/external development resources and suppliers to ensure timely, accurate and cost-effective delivery of IT solutions; developing, maintaining, and documenting current and new system process flows; conducting Support Oracle Supply Chain Management cloud implementation; and conducting Manufacturing, Planning, Procurement and logistics processes. Other duties as assigned. 

Education: Master’s* degree (or foreign equivalent) in Industrial Engineering, Manufacturing Engineering, or a related Engineering field.

Requirements: Two* years of experience in the job offered or related positions. Other special requirements include: 2 years of experience developing and implementing innovative software solutions to solve complex technical and business issues and transforming functional planning software requirements into detailed designs; 2 years of experience applying company methodology, procedure, and leading practices in order to meet post-sale customer needs and complex customer engagements; 2 years of experience blueprinting and prototyping new system iterations for launch; 2 years of experience preparing and writing detailed planning documentation prior to implementation; and 2 years of testing software objects to maximum efficiency and effectiveness. 

*In lieu of a Master’s degree and two years of experience, employer will accept a Bachelor’s degree in Industrial Engineering, Manufacturing Engineering, or a related Engineering field plus five years of progressive post-baccalaureate experience in the job offered or related position.

Please mail resume Attn: Nami Hoppin to 7068 Koll Center Parkway, Suite 401, Pleasanton, CA 94566 quoting job #SCTL19.    ",,Will discuss with applicant.
Product Management Fellowship,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-product-management/6930023495.html,2019-07-09 09:39,,"
        
What is Pathrise

Pathrise (YC W18) invests in undervalued university students or tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship

The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission

We seek to uplift and provide guidance for undervalued students and tech professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications

You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFProduct&utm_campaign=CLSFProduct&utm_medium=web
    ",,"80,000-160,000"
Software Engineering Fellowship,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-software-engineering/6930013055.html,2019-07-09 09:29,,"
        
What is Pathrise
Pathrise (YC W18) invests in undervalued university students or tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and tech professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFSWE&utm_campaign=CLSFSWE&utm_medium=web
    ",,"80,000-160,000"
Italian Data Analyst,https://sfbay.craigslist.org/sby/sof/d/cupertino-italian-data-analyst/6929576802.html,2019-07-08 16:10, (cupertino),"
        

        Job Summary Volt currently has an opening for a Bilingual Data Analyst at our client site in Cupertino, CA.  In this role you will turn data into information and insights that will help support business decisions.  The successful candidate will have strong data and analytical skills, knowledge of Excel, and fluency in Italian/Hebrew/Norwegian or Portuguese.Key Qualifications Interpret data, analyze results using statistical techniques and provide ongoing reportsDevelop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.Acquire data from primary or secondary data sources and maintain databases/data systems.Identify, analyze, and interpret trends or patterns in complex data sets.Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems.Work with management to prioritize business and information needs.Locate and define new process improvement opportunities.Must be fluent in Italian/Hebrew/Norwegian or PortugueseVolt is an Equal Opportunity Employer
    ",,Up to US$0.00 per year
Norwegian Data Analyst,https://sfbay.craigslist.org/sby/sof/d/cupertino-norwegian-data-analyst/6929576778.html,2019-07-08 16:10, (cupertino),"
        

        Job Summary Volt currently has an opening for a Bilingual Data Analyst at our client site in Cupertino, CA.  In this role you will turn data into information and insights that will help support business decisions.  The successful candidate will have strong data and analytical skills, knowledge of Excel, and fluency in Italian/Hebrew/Norwegian or Portuguese.Key Qualifications Interpret data, analyze results using statistical techniques and provide ongoing reportsDevelop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.Acquire data from primary or secondary data sources and maintain databases/data systems.Identify, analyze, and interpret trends or patterns in complex data sets.Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems.Work with management to prioritize business and information needs.Locate and define new process improvement opportunities.Must be fluent in Italian/Hebrew/Norwegian or PortugueseVolt is an Equal Opportunity Employer
    ",,Up to US$0.00 per year
MS Visual Studio Programmer,https://sfbay.craigslist.org/sby/sof/d/los-gatos-ms-visual-studio-programmer/6929559634.html,2019-07-08 15:43, (los gatos),"
        
Who we are: US Hazard Disclosure. By utilizing state of the art Geographic Information Systems (GIS) technology, US Hazard Disclosure provides legally mandated disclosure reports for real estate transactions. We are a small subsidiary of a large billion dollar company, so our office has the feel and action of a startup, but without the risk. In a nutshell, we provide real estate companies with reports that show the different types of hazards (fire, flood, dam inundation, etc.) a client’s house is in.

Role and responsibility: Support existing code base, create more efficient algorithms, including bug fixes and enhancements, design and write code for new modules and functions.


Programming Expertise
SQL Server, Visual Studio, MSSQL database design, VB.Net, C#, T-SQL, VBA, ASP, HTML, ADO, Javascript, XML
Knowledge of GIS (Geographic Information Systems) concepts and queries a plus
Knowledge of creating and editing pdf’s using ItextSharp a plus
Functions, classes, stored procedures, web services
Ability to design friendly, intuitive user interfaces, clear reports, charts Windows forms, web forms and dashboards 
Knowledge of  normalization, optimization, data import, export, conversion and manual entry screens, 
Exhibits a sense of urgency when dealing with break/fix issues that directly affect end user utilization.
Able to manage problem-solving activity in an efficient and effective manner
Bachelor’s Degree or higher in Computer Science or a related field (or equivalent work experience) is required.

Please email resume
    ","644 N Santa Cruz Ave, Suite 9",80000-120000/annually
Web Development Manager JV,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-web-development-manager-jv/6929381193.html,2019-07-08 12:22, (San Francisco),"
        
The Last Mile has successfully implemented the first computer programming curriculum in a US prison. Our innovative approach to recidivism prevention combines web engineering and accessibility quality assurance education with reentry support.
 
Top students from Code.7370 at San Quentin that have demonstrated exceptional skill and ability are eligible to work in The Last Mile Works, the first web development shop inside a US prison. Our goal is to better prepare them for employment upon release by providing them with work experience, a professional portfolio, and familiarity with common workplace practices, toolings, and workflows. TLM Works participants are exposed to real experiences such as interviewing for a job, meeting client expectations, time-budgeting, task management, peer-reviews, ongoing professional development, weekly one-on-ones with a project manager, and social soft-skills in a team setting with peers and supervisors.

TLM Works program participants develop and ship software, WCAG 2.1 accessibility assessments, and services to paying clients while earning market comparable wages. 

Beyond a strong foundation in HTML/CSS and Javascript, TLM Works participants have experience working with PHP, Wordpress, JavaScript, Node, ReactJS, D3.JS, and operational awareness of cloud infrastructure and fundamentals.
------
Position Description:
As Web Development Manager, you will manage the web development workflow of the TLM Works JV developers. Our development shop builds websites utilizing both the WordPress platform as well as various other web technologies (React, Gatsby, Node, Google Firebase) to create websites and web apps for clients. The web development manager handles day-to-day operations of the development team, including agile task management and flow, overseeing code reviews and auditing and architecture design and discussion with developers. The web development manager is also responsible for mentoring and conducting on-the-job training of developers.



Work environment: 
Professional. You will be working in a monitored and restricted correctional institution around program participants (inmates) between 7 am - 3 pm Monday through Thursday and in team meetings on Fridays in our San Francisco office location.

Years of experience:  2-5 years

Required Knowledge, Skills, and Abilities:
2+ years experience developing with common web application technologies, including HTML5, CSS3, JavaScript (Node, ReactJS and React Native), and Git-based distributed version control systems
2+ years project management experience in web development or a related field
Working knowledge of WordPress infrastructure and framework
Lead and foster agile-style development environment
Ability to combine development experience with project management and serve as both an industry, subject matter expert and PM
Familiarity with Google Apps, Git, and Agile Project Management Tools
Excellent communication skills, including clear speaking and empathetic listening
Situational awareness, and ability to remain calm under stressful & variable conditions
Excellent diagnostic and problem solving skills

Duties and Responsibilities:
TLM Works Web Development Manager
Manage and lead day-to-day agile-style development
Review and teach agile principles to developers
Enforce agile best practices, habits and workflows
Lead standup meetings and regular development meetings
Provide mentorship for developers regarding industry best practices of development, project management, and life as a web developer
Speak with developers about quality of code and approach to coding
Discuss and review all phases of the development lifecycle (inception, design, review, delivery)
Carryout or facilitate code reviews of development code regularly
Manage Git workflow of all development, including issue tracking, pull requests, etc
Provide onsite support for other TLM and CALPIA staff

Work Environment:
This position requires ‘Brown Card’ authorization for prison access which will require completion of on-site training and to provide documentation of a negative tuberculosis test. Employee is responsible at all times for following all procedures and precautions for working safely in a prison environment.

Please send resume and cover letter to jobs@thelastmile.org if you are interested. Start date is expected ASAP.
    ",,"Commensurate, based on experience"
Data Annotation Specialist | $40k - $50k per year,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-data-annotation/6929262017.html,2019-07-08 10:28, (SOMA / south beach),"
        

If you're interested in applying for the role or finding out more, you can check it out
here.


Through deploying modern deep learning techniques, Standard Cognition is enabling autonomous checkout for brick & mortar retailers with our AI-powered computer vision platform. We are looking for someone to take on data annotation and validation tasks to support our computer vision team and help train our machine learning algorithms. The ideal candidate will have great attention to detail, is comfortable doing repetitive work with data, and will be responsible for helping annotate large datasets for algorithm training. This is a great opportunity for someone who is process oriented and eager to contribute feedback to internal teams that will help optimize the annotation workflow.

Responsibilities: 
Annotate and label image and video data via computer using various internal software programs.
Attach metadata (comments, markups, etc.) to image data in accordance with established procedures.
Provide constructive feedback to our engineers on tooling and processes for more efficient labeling and to improve data quality.
Maintain ownership of each annotation assignment, and respond to any changes in procedure and auditors.
Evaluate metrics to help improve our productivity.
On occasion, you will also be in the field collecting data. This would involve coordinating with our engineers for video recording at our lab to create datasets on human action recognition and item recognition.


If you're interested in applying for the role or finding out more, you can check it out
here.


Requirements

Able to type at least 50WPM (ideally touch-typing)
An excellent communicator
Meticulous and detail oriented
Able to maintain sharp focus, even with repetitive tasks
Willing to support several projects at one time, and to accept reprioritization as necessary
Self-motivated to work independently, even with minimal supervision (training is provided)
Some experience of similar activities would be a bonus, e.g. image segmentation and classification, data entry, etc. 
Commitment: This is a full-time, salaried position with Standard Cognition and is based in San Francisco, CA. 

If you're interested in applying for the role or finding out more, you can check it out
here.

    ",,"$40,000 - $50,000 per year"
Autonomous Vehicle Safety Driver | Fastest Growing Rideshare Company,https://sfbay.craigslist.org/pen/sof/d/autonomous-vehicle-safety-driver/6929261996.html,2019-07-08 10:28, (palo alto),"
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5ade7735/apply


Our client, a very well-known ridesharing company, is searching for an experienced Safety Driver for their Palo Alto office to  aid in the testing and development of autonomous technology. The ideal candidate has experience working in a fast-paced, high-growth environment. You love a good challenge and are comfortable working as part of a distributed team. You are interested in the autonomous vehicle space and feel comfortable working alongside other operators and engineers. On top of your proven history of success, you have a passion for technology and, like us, you value hard work and fun in equal measure.  

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5ade7735/apply


Requirements

Having a ""safety first"" attitude. Keeping the vehicle, team, and public safe at all times
Operate self-driving vehicles in both autonomous and manual modes between 6-8 hours a day, 5 days a week
Collaborate with operations and engineers to follow collection/missions procedures
Execute established procedures, processes, and checklists
Provide reliable and honest feedback to operations and engineer teams on test processes and performance
Being an ambassador for the technology and team
Quickly and efficiently operate proprietary software in a moving vehicle and willingness to learn new applications
Requirements:
1-2 years of Autonomous Vehicle testing experience preferred
BS/BA degree in any field, or equivalent practical work experience
Valid US Driver's license with at least 7 years driving experience, and a clean driving record (no more than 1 point in the last 3 years)
Experience with workflow management systems, preferably JIRA
Familiarity with bash/linux command line prompts is a plus
Ability to travel up to 25% of the time

Commitment: This is a full-time role, staffed through a third party agency.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5ade7735/apply



This job post is run by HireArt.com.
    ",,Competitive
Data Analyst- Revenue Operations,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-data-analyst-revenue/6929182849.html,2019-07-08 09:14,,"
        

InsideView Technologies, Inc.
Data Analyst- Revenue Operations
Job Label: INSV-DAGH
We are expanding our bright, dedicated and energetic Revenue Operations Team at InsideView. The Data Analyst will provide critical insights to leadership across all functions, from Sales and Marketing, to Product and Finance. This position will partner with all other departments to help drive company growth by looking for what works, what doesn’t, what is efficient,and what’s less so. We’re looking for someone who can find causality in the vast amount of data from all the platforms we operate.

 

Who is InsideView?

We are the hottest company in market intelligence. We power the world’s business conversations. Our products support the entire enterprise, drive marketing effectiveness, and deliver sales results. We help our customers find better leads, win more deals, and grow their businesses. Our data, insights, and connections, pulled from over 40,000 sources, make every business conversation more relevant, valuable, and productive.

We’re based in San Francisco’s vibrant Potrero Hill neighborhood, with locations in downtown Austin, and Hyderabad, India.

Job Description


	Drive insightful analysis using internal and external data (e.g. revenue, product, website, market) to support teams in arriving at business decisions
	Work with cross-functional stakeholders to understand their business requirements and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables, and presentations
	Develop and operate reports, iteratively create and improve prototypes into production-ready automated dashboards
	Act as the liaison between technical teams, business stakeholders, and other teams to ensure cross platform data alignment
	Communicate insights on a regular basis to the appropriate level of management 
	Constantly learn how your work drives how decisions are made and constantly challenge the organization if decisions are made in absence of data
	Assess and advise on all functional and technical aspects of the data analytics  technology currently in use and strategic decisions on new systems
	Assess tests and implement new or upgraded software
	Commission and decommission data sets, dashboards, and reports
	Design and Manage the reporting environment, including data sources, security, and metadata
	Support the reporting environment in identifying and revising reporting requirements


 

Requirements


	Bachelors or Masters in Computer Science, Computer Engineering, related fields, or equivalent practical experience
	Work experience as a data analyst or in related field
	Ability to work with stakeholders to assess potential risks
	Ability to analyze existing tools and databases and provide software solution recommendations
	Ability to translate business requirements into non-technical, lay terms
	High-level experience in methodologies and processes for managing large scale databases
	Demonstrated experience in handling large data sets and relational databases
	Understanding of addressing and metadata standards
	Excellent written and verbal communication skills
	Ability to translate from data to relevant business insights
	Experience working with BI/Visualization tools like Tableau, Qlik, DOMO, Einstein Analytics, and similar tools
	Strong analytical and problem-solving skills
	Innovative mindset with an eagerness to learn


 


	
        To apply for this position or refer someone you know, please use our online interview system managed by HireMojo.
    
    Apply for this job
    https://app.hiremojo.com/mojo/ce/471929860/InsideView-Technologies-Inc/California/San-Francisco/Data-Analyst?sourceType=9 
    
        Once you have completed the interview, your information will be forwarded to the recruiting team for decisions on next steps.
    

Related Keywords: business operations, data anaylst, analyst, CRM, SaaS,SQL, data, B2B, AI,
    ",,DOE
Startup seeking Dart/Flutter/Firebase full stack web dev,https://sfbay.craigslist.org/sby/sof/d/san-jose-startup-seeking-dart-flutter/6928783299.html,2019-07-07 16:31, (san jose downtown),"
        
Hello San Jose local, 


Who we are:

We’re a team of about 5 people building a groundbreaking mobile application that helps Influencers advertise on Social Media.  Join our founding team and help us reach an MVP by the fall!  Earn meaningful equity.  Start at the very top of a promising company.

What we’re looking for:

-Flutter/Dart + Firebase dev with mobile app experience
-Available to code about 25-30 hours per week
-Proficient at translating high-detail mockups into workable app screens
-Entrepreneurial/Equity-minded (rather than someone seeking a 9-5 lifestyle)

How to reach us:


Andy, Oindril, and Ryan 

    ",,Founder's equity; salary + benefits @funding
GIS Analyst,https://sfbay.craigslist.org/sby/sof/d/los-gatos-gis-analyst/6928722234.html,2019-07-07 14:52, (los gatos),"
        
GIS Analyst / Developer

Who we are: US Hazard Disclosure. By utilizing state of the art Geographic Information Systems (GIS) technology, US Hazard Disclosure provides legally mandated disclosure reports for real estate transactions. We are a small subsidiary of a large billion dollar company, so our office has the feel and action of a startup, but without the risk. In a nutshell, we provide real estate companies with reports that show the different types of hazards (fire, flood, dam inundation, etc.) a client’s house is in.

Role And Responsibilities
Lead for GIS project management, data/system design and management, geospatial mapping/analysis. Responsible for searching and collecting spatial data, creating map documents, publishing and updating layers, normalizing projects, GIS apps, geocoding, digitizing, scripting, and querying. Must be proficient with shape files.

Minimum Qualifications and Education Requirements:

4 years work experience
BS in Geography/related science, or BA in Environmental Studies/related field
GIS ESRI certification or advanced education (MS, PHd)

Preferred Skills:

Python
SQL
ArcGIS, ArcMap and ArcServer
Raster Vectorization
MS Excel
ESRI’s tools
Javascript
Web Development
Visual Studio VB, C#

Please email resume


    ",,"80,000-110,000/year plus health benefits and 401K"
Junior Technical Analyst / Tech Support (Entry Level),https://sfbay.craigslist.org/sfc/sof/d/san-francisco-junior-technical-analyst/6927621822.html,2019-07-05 22:25, (SOMA / south beach),"
        
Looking to break into tech?

A philosopher who likes computers? A mathematician who writes poetry? An amateur systems sleuth who likes to figure things out? If this sounds like you, we may want to talk. 

As a Junior Technical Analyst and Technical Support specialist you will: 
Assist customers with tier 2-3 support issues
Troubleshoot complex and elusive user issues and bugs
Develop workarounds and custom reports
Assist with QA and testing efforts
Recognize patterns in the issues you see and collaborate on solutions

We help you to grow the skills you already have and to develop any that you may not.

In time you will become a master of our products and systems, grow your technical problem solving skills, and assist our engineering, product, bizdev, and customer support teams in improving and expanding our product offerings. 

Required skills:
Strong analytical, reasoning, and problem solving skills a must
Numeracy
Excel wizardry
Ability to work independently - there is no manual for this job
Ability to communicate effectively with both technical and non-technical stakeholders

Bonus skills:
Basic programming skills (although this is not an engineering/developer position)
Basic database knowledge 
Unix/Linux familiarity 

About us:
SpeedGauge is a 10-year old 30-person company that provides software and data analytics based services to the transportation industry (focus on safety and fuel economy). We are no longer a start-up and instead are a small, mature and profitable company that continues to grow. We are looking for someone to join our 7-person headquarters team in San Francisco.  We believe in promoting from within. We do not have a ping pong table.

Perks:
401(k), health benefits, commuter benefits, part-time a possibility for the right candidate.

Interested?
Please send us your resume and a brief cover letter that addresses why this entry-level position at SpeedGauge might be appropriate for you. We look forward to hearing from you!
    ",Mission Street near 10th Street,"401(k), health benefits, commuter benefits, part-time a possibility for the right candidate."
Entry Level Software Engineer - C or C++,https://sfbay.craigslist.org/pen/sof/d/palo-alto-entry-level-software-engineer/6927332540.html,2019-07-05 13:10, (palo alto),"
        

        Major Technology company is seeking an Entry Level software Engineer. The ideal candidate will have extensive school project experience with C or C++. Under general supervision and with on-going review this position researches, designs, develops and/or modifies enterprise-wide end-user, system level, and data management software applications. Responsible for meeting software compliance standards; evaluates integration of software applications with the overall computing environment; and documentation, testing, maintenance, and software updates. Communicates with domain experts, users, and management throughout the software development lifecycle.DUTIES AND RESPONSIBILITIES:Determine user requirements and specifications and plan for software development within the broader organizational scope. Software development includes end-user, system level, and data management applications.Formulate detailed plans for the implementation of software solutions. In addition to program design this includes determining language, platform, and resource requirements.Implementation of design including coding, testing, and documentation.Deployment of applications across the enterprise including cross- platform compliance and insuring availability of necessary resources.Code maintenance including debugging and updating to keep pace with the evolving environment.Assist in planning for future applications based on new developments in computer technology.Communicate with the software developer group, with users, and with management as well as with the wider community.Maintain the strict confidentiality of sensitive information.Perform other duties as assigned.Responsible for observing all laws, regulations and other applicable obligations wherever and whenever business is conducted on behalf of the Company.Expected to work in a safe manner in accordance with established operating procedures and practices.Qualifications     Essential Qualifications Typically requires a bachelors degree in computer science, information systems or related discipline. May substitute equivalent experience in lieu of education. Must have a basic understanding of software development concepts, principles, and theory and demonstrate the ability to follow and apply basic use of programming and analysis concepts. Must possess the ability to understand new concepts quickly and apply them accurately throughout an evolving environment. Good communication, computer and interpersonal skills are required to enable an effective interface with other professionals, to produce appropriate documentation, and to present results to a limited internal audience. The ability to work both independently and on a team is essential. Able to work extended hours as required.Additional Qualifications               - Typically requires a bachelor’s degree in Computer Science, Computer Engineering, or related engineering discipline. May substitute equivalent experience in lieu of education.- Experience with C/C++- Experience with embedded systems a plusVolt is an Equal Opportunity Employer
    ",,Up to US$0.00 per year
Project Manager (Software Applications),https://sfbay.craigslist.org/sfc/sof/d/san-francisco-project-manager-software/6926291583.html,2019-07-03 17:45, (downtown / civic / van ness),"
        
Diamond Technology is a Technical Services company. We have a business client who is a large government healthcare organization with an opening for the following position:

JOB TITLE: Project Manager (Software Applications)
OPENINGS: 1  
LOCATION: San Francisco  
DURATION: 6 Months  
HOURLY RATE: $45, DOE
START DATE: July 15, 2019

SKILLS SUMMARY  
Knowledge of technology & software applications
Excellent Microsoft office skills
Excellent Communication skills  
Professional demeanor   
MS SharePoint  
MS PowerPoint   
Outreach activities  
Event planning and preparation  
PowerPoint presentation development  
Develop processes and procedures
Experience in Healthcare environments (preferred)

Responsibilities and Duties: Assist with the identification and future status of legacy applications in use by all divisions of a public healthcare organization.   Work in coordination with Application Sun-setting Program Manager to conduct meetings with application business owners to ensure all  healthcare organization applications have been identified, including physical application location (onsite vs hosted), facilities where applications are in use, application support resources, and vendor contact information (if applicable). Candidate will also be tasked with meeting coordination, ensuring project documentation is uploaded to SharePoint site, and assistance with meeting action item follow ups. Keen attention to detail will be critical given the number of applications and modules in use by the client.

Qualifications and Skills: 
Self-starter with strong communication skills. 
Excellent Microsoft office skills, including Word, Excel, and PowerPoint required. Familiarity with SharePoint is preferred. 
Ability and comfort with talking with a variety of audiences. 
Ideal candidate is professional, poised, organized and self-motivated. 
Must be comfortable working independently, but also collaboratively with Application Sun-setting Program Manager.    ",,$45 per hour
"Escape to Missoula, Montana and work for a YC startup!",https://sfbay.craigslist.org/pen/sof/d/mountain-view-escape-to-missoula/6926289952.html,2019-07-03 17:42, (mountain view),"
        
Submittable is the only YC company in Montana! We moved back to Missoula after YC12 because living in Missoula is a dream. You can own your own house, bike to work, and hit the wilderness on weekdays. Missoula is regularly ranked among the best places to live.

Our software is used around the world for all kinds of application forms. You may have used it already! If you know a professional writer ask them about Submittable. Helping grant makers is our next big opportunity - and it makes the world a better place.

We are growing our team significantly this year, and would love to talk to you. We have openings listed for Product Managers, Software Engineers, Engineering Managers, and Designers. 

Apply at https://resume.submittable.com/submit 

Apply now, mention this post, and we will be in touch after July 14th. Later this month, we will hold a day of interviews to select candidates that we'll fly to Missoula for the next round. You should be on that list!    ",,Very competitive for Missoula - Not competitive with FAANG
